0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.801124128530918519e-04,1.210268144050619761e-03,1.006717737220008235e+00,9.999663913518213043e-01,7.700054820276453979e-03,2.332740863278396932e-03,1.575957691570214298e-03,-1.729877222467460923e-02,-1.002975813125935641e-03,5.284870065385489646e-01,9.747865786776079844e-01,-1.626096928982016451e-02,1.969915962327807232e-02,-2.216723934500995918e-01,-1.242646346702959148e+00,6.576936606957967633e-03,1.445915921698374129e+00,3.401266777782737533e-03,-1.520850789522746105e+00,1.502792198407905566e+00,-1.629894134475320389e+00,-2.364952855605008050e-02,7.513460972484478813e-03,4.300646497140093727e-01,9.848987962058006751e-01,4.189350620068599436e-03,-1.185974844780672208e-02,-1.726735559965737743e-01,-1.070988490834287932e+00,-7.007349316622292490e-02,1.458185970703534062e+00,-4.996881288966211615e-02,-1.451592818919643202e+00,1.433685731198655944e+00,-1.555127672384615023e+00,6.801124128530918519e-04,1.210268144050619761e-03,1.012057428093679823e+00,1.000175955226124236e+00,7.024683814064201781e-03,-4.600865455000102688e-03,6.276159881350176772e-03,-1.674172373607694941e-02,-5.960675542310209241e-03,5.247276791637677240e-01,9.743244090046263572e-01,-1.617406712339014910e-02,2.014489145053415323e-02,-2.306437403102436223e-01,-1.251988518348398083e+00,-3.840834152404812296e-03,1.477579217499598085e+00,-2.633384588384302116e-03,-1.530689637182113705e+00,1.506221080046045824e+00,-1.639317815375537002e+00,-1.587700511282506138e-02,6.730515733990971583e-03,3.582773521068959299e-01,9.857073060388886754e-01,4.134274677295136924e-03,-1.155705628470118061e-02,-1.710148494809510533e-01,-1.067829764768203571e+00,-6.710287782299256820e-02,1.458050246252279525e+00,-4.633554459451520724e-02,-1.454342168765025756e+00,1.432295544422642175e+00,-1.566618062992259475e+00
1.690968241478127800e-03,2.637369939487425007e-03,1.001969191986606278e+00,9.999866511525342672e-01,3.943719900246921324e-03,2.177655170087829366e-03,2.530298015776424707e-03,-8.573510274035096163e-03,2.449954053776582860e-02,5.655579444519883703e-01,9.665863147473096051e-01,-1.579394627843766843e-02,2.310837064005986236e-02,-2.548086548972202658e-01,-1.304002814091649309e+00,-1.065020267644076028e-03,1.528284962229460975e+00,-6.313927526675054041e-04,-1.529225314591443841e+00,1.510829865336038136e+00,-1.637946511903803470e+00,-1.831420415321577053e-02,-4.285027674667575559e-03,3.898358163244048380e-01,9.877586542099370259e-01,4.108512186094157373e-03,-1.006232705426938004e-02,-1.556107667715960208e-01,-1.016313866862968984e+00,-8.792596131290782158e-02,1.473022905725746678e+00,-6.401534762151279978e-02,-1.482225112578537507e+00,1.463696142229254926e+00,-1.597738035553357028e+00,1.690968241478127800e-03,2.637369939487425007e-03,1.005344733623196207e+00,1.000104582995986258e+00,2.473881722170917508e-03,-3.083257149041715439e-03,4.427821396457351510e-03,-8.300540657672467182e-03,1.590973791970515250e-02,5.445146184058481387e-01,9.674781174700375352e-01,-1.590418970727574752e-02,2.314846452045703912e-02,-2.588705972368395281e-01,-1.314187231196449979e+00,-2.523956761136245119e-03,1.536076167943802417e+00,-5.371187407632510569e-03,-1.536486539252469363e+00,1.510600698164169753e+00,-1.645163707777096640e+00,-1.539235069169297282e-02,-5.362359882077422091e-03,3.690952785569098227e-01,9.878547474256362815e-01,4.082873303723691914e-03,-1.002316108021456334e-02,-1.549449415654277074e-01,-1.014947859450977763e+00,-8.797315627896516721e-02,1.465720474610703761e+00,-6.328540387683279089e-02,-1.485547377117040879e+00,1.463636764323172468e+00,-1.600465104654852588e+00
2.686595358012505881e-03,5.658975176228454688e-03,9.998437115142932985e-01,9.999752949233915444e-01,-5.725314475263022090e-03,-3.427058344376196150e-03,2.210336657582309596e-03,6.838574568081852434e-03,4.009057508461242453e-02,5.772120670013279886e-01,9.616246763721173485e-01,-1.584123329918292467e-02,2.522685694005750642e-02,-2.727464808365220317e-01,-1.346494269507499730e+00,4.237808863279920665e-03,1.559021570922343836e+00,1.171601952962895857e-03,-1.543694946038096649e+00,1.525252468913978365e+00,-1.654238922037186255e+00,-2.715453727792320818e-03,-8.396157925590615884e-03,3.674548530530729051e-01,9.887712599195846996e-01,4.218253142119560845e-03,-9.515590078704479551e-03,-1.490739931809711705e-01,-9.968759355900150831e-01,-9.407664601379199520e-02,1.469350191094301206e+00,-6.790526318844702924e-02,-1.516887247629729041e+00,1.498456675541980143e+00,-1.624720496833816696e+00,2.686595358012505881e-03,5.658975176228454688e-03,1.003416771729999768e+00,9.999170563512513876e-01,-3.363587328826120326e-03,-5.319220691951245805e-03,4.546973987607255685e-03,1.722330404657218539e-03,2.412750746480146757e-02,5.659597211191492727e-01,9.632952794972930999e-01,-1.587310567840433811e-02,2.502633392722468028e-02,-2.759599304995095093e-01,-1.352493554162629064e+00,3.123313454855836113e-05,1.571259706681140456e+00,-6.651865752937191623e-03,-1.547990168215348294e+00,1.522345717208523075e+00,-1.657487214969995515e+00,-4.939325615072251430e-03,-3.074458843486296833e-03,3.693000942308254375e-01,9.888391733943284745e-01,4.054573388989044652e-03,-9.376840135459828252e-03,-1.473882230941823690e-01,-9.934169480366680238e-01,-9.441749914892244577e-02,1.461078845168652274e+00,-6.672517822939780241e-02,-1.508097237240633159e+00,1.486599804504504130e+00,-1.625438088381035540e+00
3.702740858087167665e-03,1.118645570365126019e-02,1.000181766407238992e+00,9.998858830890022809e-01,-1.017402552874424430e-02,-1.077692959111613627e-02,2.927079167806468339e-03,6.383504953432623565e-03,4.378260473571346512e-02,5.825874920692075687e-01,9.580983045255563324e-01,-1.562228740921492789e-02,2.657483043647856924e-02,-2.847759845714359916e-01,-1.368115148260913072e+00,4.865231429914724940e-05,1.584443213454691302e+00,1.432785724091434820e-03,-1.577447504345419471e+00,1.558999238911752183e+00,-1.690379944211601426e+00,-6.924694996173545681e-04,-1.526811905714563038e-02,3.580722786946785585e-01,9.881027361464450598e-01,4.147913987557378356e-03,-9.931341633797699867e-03,-1.534182064906685905e-01,-1.013466163691594923e+00,-8.525901849314229675e-02,1.464792739496306062e+00,-5.867409714463227982e-02,-1.506644556777380295e+00,1.488241678984008276e+00,-1.613070322045952576e+00,3.702740858087167665e-03,1.118645570365126019e-02,1.002163387772469161e+00,9.997140267739023090e-01,-5.277124954824116698e-03,-1.109586376032786759e-02,5.428057884349468676e-03,2.261821064296121175e-03,2.557998475438100217e-02,5.745858278489077708e-01,9.604914198313396767e-01,-1.577412960759414645e-02,2.626280170809178194e-02,-2.868125858319022226e-01,-1.377167958204116749e+00,2.763136907934643505e-04,1.592302757441970584e+00,-5.779350579299721846e-03,-1.571138031417370406e+00,1.543498498202349634e+00,-1.680053180707783866e+00,-3.855690564671165887e-03,-7.634913705121038063e-03,3.780302573257191545e-01,9.882535391610263176e-01,4.004506957659341275e-03,-9.934611758234981188e-03,-1.535502512050268276e-01,-1.015408892523447681e+00,-8.738229802468994167e-02,1.458471704307757078e+00,-6.146532861351824972e-02,-1.498772814376825080e+00,1.477085416949393437e+00,-1.616154962718943988e+00
5.140040598877760984e-03,1.868877997350262832e-02,1.002962813120184427e+00,9.998344572530813990e-01,-8.959999141027151504e-03,-1.573305304575690899e-02,1.802095083139716768e-03,-1.742374048274950970e-03,1.114287618641736886e-02,5.684824217472995711e-01,9.604642648087095003e-01,-1.611668829763479235e-02,2.570291965765699946e-02,-2.767453853361503957e-01,-1.354575585214517375e+00,4.047502482543080711e-03,1.574280013524703481e+00,-1.959054614968063889e-03,-1.577316898439850679e+00,1.558938619517596935e+00,-1.684918982996103543e+00,-9.750732364971072264e-03,1.960469424430557120e-02,3.657572938601126311e-01,9.868082694733901761e-01,4.328595196883378710e-03,-1.087765283361497200e-02,-1.614694374529919985e-01,-1.038281909799703806e+00,-7.750997147914390206e-02,1.453249543146395872e+00,-4.631188780379409675e-02,-1.495152625068487895e+00,1.476756801981147005e+00,-1.601808463666445803e+00,5.140040598877760984e-03,1.868877997350262832e-02,1.004347896011239305e+00,9.997064441105796284e-01,-3.045093978432805715e-03,-1.510962830397967471e-02,5.667398122027086926e-03,-3.352480463074153372e-03,1.363457907612913855e-03,5.724250397285395309e-01,9.619059741661957208e-01,-1.600929837426104396e-02,2.569217077763020704e-02,-2.829030400145945423e-01,-1.367537058925611504e+00,2.034091062025955576e-03,1.583896733272712298e+00,-5.663858192784768097e-03,-1.575227595102341560e+00,1.547609897227912645e+00,-1.687962363089579476e+00,-8.645638375110481499e-03,2.041589354519189603e-02,3.672478928254675479e-01,9.877633671374376201e-01,4.149381367179882582e-03,-1.060468659388853416e-02,-1.605474854762652392e-01,-1.038430356923750963e+00,-7.745647797569427118e-02,1.448883125566025498e+00,-5.065120769507099746e-02,-1.490495221225916600e+00,1.466954181158766968e+00,-1.604274967107615968e+00
7.765824569986994400e-03,2.700706224940059574e-02,1.006764869143056629e+00,9.997402919071398664e-01,-1.152154002667245443e-02,-1.960806504825588978e-02,1.458299661907109124e-03,1.386879513941412581e-02,-1.492513149388143522e-02,5.377953372429326029e-01,9.670400682263106118e-01,-1.594709880187171816e-02,2.296675704005955720e-02,-2.530844217958088116e-01,-1.296300889855469318e+00,-5.623770012470076345e-03,1.524741224442168974e+00,5.862145690309040428e-04,-1.575567491589016322e+00,1.557168106686902531e+00,-1.681997010959705996e+00,-1.282929226132166652e-02,3.333890351800675167e-02,3.477125859603507618e-01,9.879078047194032042e-01,4.180184631203732494e-03,-1.020511504915793018e-02,-1.546497690194595931e-01,-1.037597062925978975e+00,-6.253278118012166320e-02,1.437844080135403102e+00,-4.889285678338398805e-02,-1.487950818840347411e+00,1.469556785997899073e+00,-1.594378960164743342e+00,7.765824569986994400e-03,2.700706224940059574e-02,1.006292054450350637e+00,9.995839180901305854e-01,-4.380121849194222594e-03,-1.803362055986354462e-02,4.731018023569497077e-03,7.599498857089576065e-03,-1.199179736648671446e-02,5.477757576174917542e-01,9.656809193374420452e-01,-1.605705541179534498e-02,2.399321067100609883e-02,-2.665044758887631926e-01,-1.331105100803732011e+00,-1.370301742527640920e-03,1.551239957407487768e+00,-4.924595531539982529e-03,-1.579370792550266689e+00,1.551131528674640769e+00,-1.692822547368391994e+00,-6.369499664253819304e-03,2.505047036468281696e-02,3.663073834821903851e-01,9.877760312451063784e-01,4.208253862289906486e-03,-1.051959279939037803e-02,-1.581278125851198479e-01,-1.042500509855706969e+00,-6.838719847371038663e-02,1.435821310566013809e+00,-4.772838219123413245e-02,-1.484405306936656954e+00,1.460900901898843252e+00,-1.597862070374592047e+00
1.082873733142571820e-02,3.653268457862712121e-02,1.010315684047928819e+00,9.997072813805319980e-01,-8.724558137384647374e-03,-2.246286991837430705e-02,-2.157108036998856265e-03,2.974164428751212980e-02,-5.005620922823073027e-02,4.664542780402565758e-01,9.795951186563094382e-01,-1.692370369345443451e-02,1.728148694419844034e-02,-1.995202795883790348e-01,-1.198758417244833341e+00,8.662526463491962078e-03,1.424700033898349538e+00,-1.328048272553103079e-02,-1.531225301643507786e+00,1.512778555493066834e+00,-1.629733344132014983e+00,-2.802646027402338341e-02,4.977928696717191792e-02,3.590993499136189704e-01,9.867521673942719618e-01,4.085919764938444540e-03,-1.106081360979070151e-02,-1.618058212941391460e-01,-1.049347389534451613e+00,-6.712876497479713933e-02,1.422344101584492648e+00,-3.176627703694118177e-02,-1.469950543833748124e+00,1.451567508682410690e+00,-1.576680264728854697e+00,1.082873733142571820e-02,3.653268457862712121e-02,1.017883973235791606e+00,9.995720273750750007e-01,-6.343983385064616565e-03,-1.639468739545474341e-02,1.126377058999816771e-03,1.325697486968441252e-02,-3.850042082741848837e-02,4.866893810056608372e-01,9.800298525067814293e-01,-1.684952049063400542e-02,1.723479799889934480e-02,-2.032569144401757955e-01,-1.198451735549771691e+00,-1.333166528571100296e-03,1.432368960503884514e+00,-1.226417898057950706e-02,-1.539165600640741705e+00,1.513682061198408757e+00,-1.647751883605911294e+00,-2.546165611261971828e-02,2.923528356308661980e-02,3.347587537589735707e-01,9.849178679548239446e-01,4.169296288040658452e-03,-1.141463305806806119e-02,-1.642404066745485058e-01,-1.057584514429985356e+00,-6.462504343694661091e-02,1.431832539174477281e+00,-3.711094261725666338e-02,-1.462165787424285490e+00,1.439569618487698932e+00,-1.573861980370303115e+00
1.468817125115336360e-02,4.776696001404370784e-02,1.013042285400308939e+00,9.994931446003783027e-01,-1.778665355155305272e-02,-2.178622612039582754e-02,-1.491473109764963889e-02,4.302489705163965727e-02,-5.146260944968204104e-02,4.058537086631047730e-01,9.843446474513009026e-01,-1.674347410711760076e-02,1.443378585902099082e-02,-1.748626230346966015e-01,-1.095337137768741975e+00,-4.790422748054996849e-02,1.436664356698942546e+00,-3.438792671208856094e-02,-1.506134662149222425e+00,1.487717755238173956e+00,-1.613978863790314744e+00,-2.434703810193793172e-02,4.553883769246296759e-02,3.946265509376502001e-01,9.845301549066115543e-01,3.705774439906703299e-03,-1.231033705072405102e-02,-1.747429452569168318e-01,-1.122956325269751643e+00,-1.539155476068317617e-02,1.394633661042517625e+00,-8.023612856688275285e-03,-1.452731864107924542e+00,1.434368635429552175e+00,-1.558393995377328478e+00,1.468817125115336360e-02,4.776696001404370784e-02,1.016544645123276247e+00,9.993926967388909732e-01,-2.062727340256948622e-02,-1.622203447301635848e-02,-1.582805382526374094e-02,2.887047765477812611e-02,-4.175711279311523916e-02,4.179897978608257958e-01,9.856159483545832156e-01,-1.696084880591169908e-02,1.393354914388962584e-02,-1.720454049497714688e-01,-1.097952889356520689e+00,-3.973992235355557762e-02,1.420789252102178990e+00,-3.219188593566601336e-02,-1.520556900456876193e+00,1.495719021536868532e+00,-1.625455242198855510e+00,-2.972225078806134402e-02,2.385336300625079398e-02,4.059269268221608051e-01,9.817410287135165392e-01,3.945984158595984906e-03,-1.296050961756789119e-02,-1.766024568409892137e-01,-1.131971753688048254e+00,-1.573160833992449936e-02,1.394162526909344280e+00,-1.416369594150084649e-02,-1.445257423003491803e+00,1.423167463816602307e+00,-1.557311189149310549e+00
1.905734790131581244e-02,5.854345502713026450e-02,1.015402890765586097e+00,9.988425025167815274e-01,-3.180255235371869799e-02,-2.413777756542146921e-02,-2.682574368036268198e-02,5.949061635743478627e-02,-2.505642386055366780e-02,3.197409675069773360e-01,9.898035636729299869e-01,-1.701157278033053194e-02,1.063843887523090170e-02,-1.410189184124084061e-01,-9.805381169022794330e-01,-9.450263954413801182e-02,1.456642830181980486e+00,-7.292097326644347843e-02,-1.514288085944875739e+00,1.495848697689875051e+00,-1.623502477748373973e+00,-1.221026469710450452e-02,-1.054159713048066424e-02,4.236769557453016199e-01,9.825316652598544698e-01,3.444678714361869634e-03,-1.351371734153548713e-02,-1.855721972545054665e-01,-1.164878338963169391e+00,3.443939010516334359e-03,1.373341413172994852e+00,4.571164619519692447e-03,-1.427153134896478548e+00,1.408818914168651126e+00,-1.530755645001699028e+00,1.905734790131581244e-02,5.854345502713026450e-02,1.017581870687463530e+00,9.984645151518783956e-01,-3.211976587264542271e-02,-1.739400546250159663e-02,-3.275881364577444554e-02,3.994682757722461952e-02,-2.236497358981140438e-02,3.334966506733878511e-01,9.896525368380638676e-01,-1.715301382663566090e-02,1.044700290536446433e-02,-1.409707755789729178e-01,-9.792903403998478584e-01,-9.356379153382529679e-02,1.456372068407879805e+00,-7.363722818788041857e-02,-1.509901549078867644e+00,1.484897870985163015e+00,-1.616508455065047256e+00,-1.161209548540068082e-02,-2.157077451969405257e-02,4.482278971772822862e-01,9.816247077925810416e-01,3.540831698865774639e-03,-1.340799184480480528e-02,-1.791212394667267283e-01,-1.158078726979104411e+00,-1.183457083806654930e-03,1.371926036044972541e+00,-1.570932105984135241e-03,-1.428576483118398466e+00,1.406395315035777305e+00,-1.538820388217260415e+00
